range_id,deviation_code,grades
"18-30","H","{""1"":[1.5,0],""2"":[2.5,0],""3"":[4,0],""4"":[6,0],""5"":[9,0],""6"":[13,0],""7"":[21,0],""8"":[33,0],""9"":[52,0],""10"":[84,0],""11"":[130,0],""12"":[0.21,0],""13"":[0.33,0],""14"":[0.52,0],""15"":[0.84,0],""16"":[1.3,0],""17"":[2.1,0],""18"":[3.3,0]}"
"30-50","H","{""1"":[1.5,0],""2"":[2.5,0],""3"":[4,0],""4"":[7,0],""5"":[11,0],""6"":[16,0],""7"":[25,0],""8"":[39,0],""9"":[62,0],""10"":[100,0],""11"":[160,0],""12"":[0.25,0],""13"":[0.39,0],""14"":[0.62,0],""15"":[1,0],""16"":[1.6,0],""17"":[2.5,0],""18"":[3.9,0]}"
"50-80","H","{""1"":[2,0],""2"":[3,0],""3"":[5,0],""4"":[8,0],""5"":[13,0],""6"":[19,0],""7"":[30,0],""8"":[46,0],""9"":[74,0],""10"":[120,0],""11"":[190,0],""12"":[0.3,0],""13"":[0.46,0],""14"":[0.74,0],""15"":[1.2,0],""16"":[1.9,0],""17"":[3,0],""18"":[4.6,0]}"
"80-120","H","{""1"":[2.5,0],""2"":[4,0],""3"":[6,0],""4"":[10,0],""5"":[15,0],""6"":[22,0],""7"":[35,0],""8"":[54,0],""9"":[87,0],""10"":[140,0],""11"":[220,0],""12"":[0.35,0],""13"":[0.54,0],""14"":[0.87,0],""15"":[1.4,0],""16"":[2.2,0],""17"":[3.5,0],""18"":[5.4,0]}"
"120-180","H","{""1"":[3.5,0],""2"":[5,0],""3"":[8,0],""4"":[12,0],""5"":[18,0],""6"":[25,0],""7"":[40,0],""8"":[63,0],""9"":[100,0],""10"":[160,0],""11"":[250,0],""12"":[0.4,0],""13"":[0.63,0],""14"":[1,0],""15"":[1.6,0],""16"":[2.5,0],""17"":[4,0],""18"":[6.3,0]}"
"180-250","H","{""1"":[4.5,0],""2"":[7,0],""3"":[10,0],""4"":[14,0],""5"":[20,0],""6"":[29,0],""7"":[46,0],""8"":[72,0],""9"":[115,0],""10"":[185,0],""11"":[290,0],""12"":[0.46,0],""13"":[0.72,0],""14"":[1.15,0],""15"":[1.85,0],""16"":[2.9,0],""17"":[4.6,0],""18"":[7.2,0]}"
"250-315","H","{""1"":[6,0],""2"":[8,0],""3"":[12,0],""4"":[16,0],""5"":[23,0],""6"":[32,0],""7"":[52,0],""8"":[81,0],""9"":[130,0],""10"":[210,0],""11"":[320,0],""12"":[0.52,0],""13"":[0.81,0],""14"":[1.3,0],""15"":[2.1,0],""16"":[3.2,0],""17"":[5.2,0],""18"":[8.1,0]}"
"315-400","H","{""1"":[7,0],""2"":[9,0],""3"":[13,0],""4"":[18,0],""5"":[25,0],""6"":[36,0],""7"":[57,0],""8"":[89,0],""9"":[140,0],""10"":[230,0],""11"":[360,0],""12"":[0.57,0],""13"":[0.89,0],""14"":[1.4,0],""15"":[2.3,0],""16"":[3.6,0],""17"":[5.7,0],""18"":[8.9,0]}"
"400-500","H","{""1"":[8,0],""2"":[10,0],""3"":[15,0],""4"":[20,0],""5"":[27,0],""6"":[40,0],""7"":[63,0],""8"":[97,0],""9"":[155,0],""10"":[250,0],""11"":[400,0],""12"":[0.63,0],""13"":[0.97,0],""14"":[1.55,0],""15"":[2.5,0],""16"":[4,0],""17"":[6.3,0],""18"":[9.7,0]}"
"500-630","H","{""1"":[9,0],""2"":[11,0],""3"":[16,0],""4"":[22,0],""5"":[32,0],""6"":[44,0],""7"":[70,0],""8"":[110,0],""9"":[175,0],""10"":[280,0],""11"":[440,0],""12"":[0.7,0],""13"":[1.1,0],""14"":[1.75,0],""15"":[2.8,0],""16"":[4.4,0],""17"":[7,0],""18"":[11,0]}"
"630-800","H","{""1"":[10,0],""2"":[13,0],""3"":[18,0],""4"":[25,0],""5"":[36,0],""6"":[50,0],""7"":[80,0],""8"":[125,0],""9"":[200,0],""10"":[320,0],""11"":[500,0],""12"":[0.8,0],""13"":[1.25,0],""14"":[2,0],""15"":[3.2,0],""16"":[5,0],""17"":[8,0],""18"":[12.5,0]}"
"800-1000","H","{""1"":[11,0],""2"":[15,0],""3"":[21,0],""4"":[28,0],""5"":[40,0],""6"":[56,0],""7"":[90,0],""8"":[140,0],""9"":[230,0],""10"":[360,0],""11"":[560,0],""12"":[0.9,0],""13"":[1.4,0],""14"":[2.3,0],""15"":[3.6,0],""16"":[5.6,0],""17"":[9,0],""18"":[14,0]}"
"1000-1250","H","{""1"":[13,0],""2"":[18,0],""3"":[24,0],""4"":[33,0],""5"":[47,0],""6"":[66,0],""7"":[105,0],""8"":[165,0],""9"":[260,0],""10"":[420,0],""11"":[660,0],""12"":[1.05,0],""13"":[1.65,0],""14"":[2.6,0],""15"":[4.2,0],""16"":[6.6,0],""17"":[10.5,0],""18"":[16.5,0]}"
"1250-1600","H","{""1"":[15,0],""2"":[21,0],""3"":[29,0],""4"":[39,0],""5"":[55,0],""6"":[78,0],""7"":[125,0],""8"":[195,0],""9"":[310,0],""10"":[500,0],""11"":[780,0],""12"":[1.25,0],""13"":[1.95,0],""14"":[3.1,0],""15"":[5,0],""16"":[7.8,0],""17"":[12.5,0],""18"":[19.5,0]}"
"1600-2000","H","{""1"":[18,0],""2"":[25,0],""3"":[35,0],""4"":[46,0],""5"":[65,0],""6"":[92,0],""7"":[150,0],""8"":[230,0],""9"":[370,0],""10"":[600,0],""11"":[920,0],""12"":[1.5,0],""13"":[2.3,0],""14"":[3.7,0],""15"":[6,0],""16"":[9.2,0],""17"":[15,0],""18"":[23,0]}"
"2000-2500","H","{""1"":[22,0],""2"":[30,0],""3"":[41,0],""4"":[55,0],""5"":[78,0],""6"":[110,0],""7"":[175,0],""8"":[280,0],""9"":[440,0],""10"":[700,0],""11"":[1100,0],""12"":[1.75,0],""13"":[2.8,0],""14"":[4.4,0],""15"":[7,0],""16"":[11,0],""17"":[17.5,0],""18"":[28,0]}"
"2500-3150","H","{""1"":[26,0],""2"":[36,0],""3"":[50,0],""4"":[68,0],""5"":[96,0],""6"":[135,0],""7"":[210,0],""8"":[330,0],""9"":[540,0],""10"":[860,0],""11"":[1350,0],""12"":[2.1,0],""13"":[3.3,0],""14"":[5.4,0],""15"":[8.6,0],""16"":[13.5,0],""17"":[21,0],""18"":[33,0]}"
"0-3","JS","{""1"":[0.4,-0.4],""2"":[0.6,-0.6],""3"":[1,-1],""4"":[1.5,-1.5],""5"":[2,-2],""6"":[3,-3],""7"":[5,-5],""8"":[7,-7],""9"":[12.5,-12.5],""10"":[20,-20],""11"":[30,-30],""12"":[0.05,-0.05],""13"":[0.07,-0.07],""14"":[0.125,-0.125],""15"":[0.2,-0.2],""16"":[0.3,-0.3]}"
"3-6","JS","{""1"":[0.5,-0.5],""2"":[0.75,-0.75],""3"":[1.25,-1.25],""4"":[2,-2],""5"":[2.5,-2.5],""6"":[4,-4],""7"":[6,-6],""8"":[9,-9],""9"":[15,-15],""10"":[24,-24],""11"":[37.5,-37.5],""12"":[0.06,-0.06],""13"":[0.09,-0.09],""14"":[0.15,-0.15],""15"":[0.24,-0.24],""16"":[0.375,-0.375],""17"":[0.6,-0.6],""18"":[0.9,-0.9]}"
"6-10","JS","{""1"":[0.5,-0.5],""2"":[0.75,-0.75],""3"":[1.25,-1.25],""4"":[2,-2],""5"":[3,-3],""6"":[4.5,-4.5],""7"":[7.5,-7.5],""8"":[11,-11],""9"":[18,-18],""10"":[29,-29],""11"":[45,-45],""12"":[0.075,-0.075],""13"":[0.11,-0.11],""14"":[0.18,-0.18],""15"":[0.29,-0.29],""16"":[0.45,-0.45],""17"":[0.75,-0.75],""18"":[1.1,-1.1]}"
"10-18","JS","{""1"":[0.6,-0.6],""2"":[1,-1],""3"":[1.5,-1.5],""4"":[2.5,-2.5],""5"":[4,-4],""6"":[5.5,-5.5],""7"":[9,-9],""8"":[13.5,-13.5],""9"":[21.5,-21.5],""10"":[35,-35],""11"":[55,-55],""12"":[0.09,-0.09],""13"":[0.135,-0.135],""14"":[0.215,-0.215],""15"":[0.35,-0.35],""16"":[0.55,-0.55],""17"":[0.9,-0.9],""18"":[1.35,-1.35]}"
"18-30","JS","{""1"":[0.75,-0.75],""2"":[1.25,-1.25],""3"":[2,-2],""4"":[3,-3],""5"":[4.5,-4.5],""6"":[6.5,-6.5],""7"":[10.5,-10.5],""8"":[16.5,-16.5],""9"":[26,-26],""10"":[42,-42],""11"":[65,-65],""12"":[0.105,-0.105],""13"":[0.165,-0.165],""14"":[0.26,-0.26],""15"":[0.42,-0.42],""16"":[0.65,-0.65],""17"":[1.05,-1.05],""18"":[1.65,-1.65]}"
"30-50","JS","{""1"":[0.75,-0.75],""2"":[1.25,-1.25],""3"":[2,-2],""4"":[3.5,-3.5],""5"":[5.5,-5.5],""6"":[8,-8],""7"":[12.5,-12.5],""8"":[19.5,-19.5],""9"":[31,-31],""10"":[50,-50],""11"":[80,-80],""12"":[0.125,-0.125],""13"":[0.195,-0.195],""14"":[0.31,-0.31],""15"":[0.5,-0.5],""16"":[0.8,-0.8],""17"":[1.25,-1.25],""18"":[1.95,-1.95]}"
"50-80","JS","{""1"":[1,-1],""2"":[1.5,-1.5],""3"":[2.5,-2.5],""4"":[4,-4],""5"":[6.5,-6.5],""6"":[9.5,-9.5],""7"":[15,-15],""8"":[23,-23],""9"":[37,-37],""10"":[60,-60],""11"":[95,-95],""12"":[0.15,-0.15],""13"":[0.23,-0.23],""14"":[0.37,-0.37],""15"":[0.6,-0.6],""16"":[0.95,-0.95],""17"":[1.5,-1.5],""18"":[2.3,-2.3]}"
"80-120","JS","{""1"":[1.25,-1.25],""2"":[2,-2],""3"":[3,-3],""4"":[5,-5],""5"":[7.5,-7.5],""6"":[11,-11],""7"":[17.5,-17.5],""8"":[27,-27],""9"":[43.5,-43.5],""10"":[70,-70],""11"":[110,-110],""12"":[0.175,-0.175],""13"":[0.27,-0.27],""14"":[0.435,-0.435],""15"":[0.7,-0.7],""16"":[1.1,-1.1],""17"":[1.75,-1.75],""18"":[2.7,-2.7]}"
"120-180","JS","{""1"":[1.75,-1.75],""2"":[2.5,-2.5],""3"":[4,-4],""4"":[6,-6],""5"":[9,-9],""6"":[12.5,-12.5],""7"":[20,-20],""8"":[31.5,-31.5],""9"":[50,-50],""10"":[80,-80],""11"":[125,-125],""12"":[0.2,-0.2],""13"":[0.315,-0.315],""14"":[0.5,-0.5],""15"":[0.8,-0.8],""16"":[1.25,-1.25],""17"":[2,-2],""18"":[3.15,-3.15]}"
"180-250","JS","{""1"":[2.25,-2.25],""2"":[3.5,-3.5],""3"":[5,-5],""4"":[7,-7],""5"":[10,-10],""6"":[14.5,-14.5],""7"":[23,-23],""8"":[36,-36],""9"":[57.5,-57.5],""10"":[92.5,-92.5],""11"":[145,-145],""12"":[0.23,-0.23],""13"":[0.36,-0.36],""14"":[0.575,-0.575],""15"":[0.925,-0.925],""16"":[1.45,-1.45],""17"":[2.3,-2.3],""18"":[3.6,-3.6]}"
"250-315","JS","{""1"":[3,-3],""2"":[4,-4],""3"":[6,-6],""4"":[8,-8],""5"":[11.5,-11.5],""6"":[16,-16],""7"":[26,-26],""8"":[40.5,-40.5],""9"":[65,-65],""10"":[105,-105],""11"":[160,-160],""12"":[0.26,-0.26],""13"":[0.405,-0.405],""14"":[0.65,-0.65],""15"":[1.05,-1.05],""16"":[1.6,-1.6],""17"":[2.6,-2.6],""18"":[4.05,-4.05]}"
"315-400","JS","{""1"":[3.5,-3.5],""2"":[4.5,-4.5],""3"":[6.5,-6.5],""4"":[9,-9],""5"":[12.5,-12.5],""6"":[18,-18],""7"":[28.5,-28.5],""8"":[44.5,-44.5],""9"":[70,-70],""10"":[115,-115],""11"":[180,-180],""12"":[0.285,-0.285],""13"":[0.445,-0.445],""14"":[0.7,-0.7],""15"":[1.15,-1.15],""16"":[1.8,-1.8],""17"":[2.85,-2.85],""18"":[4.45,-4.45]}"
"400-500","JS","{""1"":[4,-4],""2"":[5,-5],""3"":[7.5,-7.5],""4"":[10,-10],""5"":[13.5,-13.5],""6"":[20,-20],""7"":[31.5,-31.5],""8"":[48.5,-48.5],""9"":[77.5,-77.5],""10"":[125,-125],""11"":[200,-200],""12"":[0.315,-0.315],""13"":[0.485,-0.485],""14"":[0.775,-0.775],""15"":[1.25,-1.25],""16"":[2,-2],""17"":[3.15,-3.15],""18"":[4.85,-4.85]}"
"500-630","JS","{""1"":[4.5,-4.5],""2"":[5.5,-5.5],""3"":[8,-8],""4"":[11,-11],""5"":[16,-16],""6"":[22,-22],""7"":[35,-35],""8"":[56,-56],""9"":[87.5,-87.5],""10"":[140,-140],""11"":[220,-220],""12"":[0.35,-0.35],""13"":[0.55,-0.55],""14"":[0.875,-0.875],""15"":[1.4,-1.4],""16"":[2.2,-2.2],""17"":[3.5,-3.5],""18"":[5.5,-5.5]}"
"630-800","JS","{""1"":[5,-5],""2"":[6.5,-6.5],""3"":[9,-9],""4"":[12.5,-12.5],""5"":[18,-18],""6"":[25,-25],""7"":[40,-40],""8"":[62.5,-62.5],""9"":[100,-100],""10"":[160,-160],""11"":[250,-250],""12"":[0.4,-0.4],""13"":[0.625,-0.625],""14"":[1,-1],""15"":[1.6,-1.6],""16"":[2.5,-2.5],""17"":[4,-4],""18"":[6.25,-6.25]}"
"800-1000","JS","{""1"":[5.5,-5.5],""2"":[7.5,-7.5],""3"":[10.5,-10.5],""4"":[14,-14],""5"":[20,-20],""6"":[28,-28],""7"":[45,-45],""8"":[70,-70],""9"":[115,-115],""10"":[180,-180],""11"":[280,-280],""12"":[0.45,-0.45],""13"":[0.7,-0.7],""14"":[1.15,-1.15],""15"":[1.8,-1.8],""16"":[2.8,-2.8],""17"":[4.5,-4.5],""18"":[7,-7]}"
"1000-1250","JS","{""1"":[6.5,-6.5],""2"":[9,-9],""3"":[12,-12],""4"":[16.5,-16.5],""5"":[23.5,-23.5],""6"":[33,-33],""7"":[52.5,-52.5],""8"":[82.5,-82.5],""9"":[130,-130],""10"":[210,-210],""11"":[330,-330],""12"":[0.525,-0.525],""13"":[0.825,-0.825],""14"":[1.3,-1.3],""15"":[2.1,-2.1],""16"":[3.3,-3.3],""17"":[5.25,-5.25],""18"":[8.25,-8.25]}"
"1250-1600","JS","{""1"":[7.5,-7.5],""2"":[10.5,-10.5],""3"":[14.5,-14.5],""4"":[19.5,-19.5],""5"":[27.5,-27.5],""6"":[39,-39],""7"":[62.5,-62.5],""8"":[97.5,-97.5],""9"":[155,-155],""10"":[250,-250],""11"":[390,-390],""12"":[0.625,-0.625],""13"":[0.975,-0.975],""14"":[1.55,-1.55],""15"":[2.5,-2.5],""16"":[3.9,-3.9],""17"":[6.25,-6.25],""18"":[9.75,-9.75]}"
"1600-2000","JS","{""1"":[9,-9],""2"":[12.5,-12.5],""3"":[17.5,-17.5],""4"":[23,-23],""5"":[32.5,-32.5],""6"":[46,-46],""7"":[75,-75],""8"":[115,-115],""9"":[185,-185],""10"":[300,-300],""11"":[460,-460],""12"":[0.75,-0.75],""13"":[1.15,-1.15],""14"":[1.85,-1.85],""15"":[3,-3],""16"":[4.6,-4.6],""17"":[7.5,-7.5],""18"":[11.5,-11.5]}"
"2000-2500","JS","{""1"":[11,-11],""2"":[15,-15],""3"":[20.5,-20.5],""4"":[27.5,-27.5],""5"":[39,-39],""6"":[55,-55],""7"":[87.5,-87.5],""8"":[140,-140],""9"":[220,-220],""10"":[350,-350],""11"":[550,-550],""12"":[0.875,-0.875],""13"":[1.4,-1.4],""14"":[2.2,-2.2],""15"":[3.5,-3.5],""16"":[5.5,-5.5],""17"":[8.75,-8.75],""18"":[14,-14]}"
"2500-3150","JS","{""1"":[13,-13],""2"":[18,-18],""3"":[25,-25],""4"":[34,-34],""5"":[48,-48],""6"":[67.5,-67.5],""7"":[105,-105],""8"":[165,-165],""9"":[270,-270],""10"":[430,-430],""11"":[675,-675],""12"":[1.05,-1.05],""13"":[1.65,-1.65],""14"":[2.7,-2.7],""15"":[4.3,-4.3],""16"":[6.75,-6.75],""17"":[10.5,-10.5],""18"":[16.5,-16.5]}"
"0-3","J","{""6"":[2,-4],""7"":[4,-6],""8"":[6,-8]}"
"3-6","J","{""6"":[5,-3],""7"":[6,-6],""8"":[10,-8]}"
"6-10","J","{""6"":[5,-4],""7"":[8,-7],""8"":[12,-10]}"
"10-18","J","{""6"":[6,-5],""7"":[10,-8],""8"":[15,-12]}"
"18-30","J","{""6"":[8,-5],""7"":[12,-9],""8"":[20,-13]}"
"30-50","J","{""6"":[10,-6],""7"":[14,-11],""8"":[24,-15]}"
"50-80","J","{""6"":[13,-6],""7"":[18,-12],""8"":[28,-18]}"
"80-120","J","{""6"":[16,-6],""7"":[22,-13],""8"":[34,-20]}"
"120-180","J","{""6"":[18,-7],""7"":[26,-14],""8"":[41,-22]}"
"180-250","J","{""6"":[22,-7],""7"":[30,-16],""8"":[47,-25]}"
"250-315","J","{""6"":[25,-7],""7"":[36,-16],""8"":[55,-26]}"
"315-400","J","{""6"":[29,-7],""7"":[39,-18],""8"":[60,-29]}"
"400-500","J","{""6"":[33,-7],""7"":[43,-20],""8"":[66,-31]}"
"0-3","K","{""3"":[0,-2],""4"":[0,-3],""5"":[0,-4],""6"":[0,-6],""7"":[0,-10],""8"":[0,-14],""9"":[0,-25],""10"":[0,-40]}"
"3-6","K","{""3"":[0,-2.5],""4"":[0.5,-3.5],""5"":[0,-5],""6"":[2,-6],""7"":[3,-9],""8"":[5,-13]}"
"6-10","K","{""3"":[0,-2.5],""4"":[0.5,-3.5],""5"":[1,-5],""6"":[2,-7],""7"":[5,-10],""8"":[6,-16]}"
"10-18","K","{""3"":[0,-3],""4"":[1,-4],""5"":[2,-6],""6"":[2,-9],""7"":[6,-12],""8"":[8,-19]}"
"18-30","K","{""3"":[-0.5,-4.5],""4"":[0,-6],""5"":[1,-8],""6"":[2,-11],""7"":[6,-15],""8"":[10,-23]}"
"30-50","K","{""3"":[-0.5,-4.5],""4"":[1,-6],""5"":[2,-9],""6"":[3,-13],""7"":[7,-18],""8"":[12,-27]}"
"50-80","K","{""5"":[3,-10],""6"":[4,-15],""7"":[9,-21],""8"":[14,-32]}"
"80-120","K","{""5"":[2,-13],""6"":[4,-18],""7"":[10,-25],""8"":[16,-38]}"
"120-180","K","{""5"":[3,-15],""6"":[4,-21],""7"":[12,-28],""8"":[20,-43]}"
"180-250","K","{""5"":[2,-18],""6"":[5,-24],""7"":[13,-33],""8"":[22,-50]}"
"250-315","K","{""5"":[3,-20],""6"":[5,-27],""7"":[16,-36],""8"":[25,-56]}"
"315-400","K","{""5"":[3,-22],""6"":[7,-29],""7"":[17,-40],""8"":[28,-61]}"
"400-500","K","{""5"":[2,-25],""6"":[8,-32],""7"":[18,-45],""8"":[29,-68]}"
"500-630","K","{""5"":[0,-44],""7"":[0,-70],""9"":[0,-110]}"
"630-800","K","{""5"":[0,-50],""7"":[0,-80],""9"":[0,-125]}"
"800-1000","K","{""5"":[0,-56],""7"":[0,-90],""9"":[0,-140]}"
"1000-1250","K","{""5"":[0,-66],""7"":[0,-105],""9"":[0,-165]}"
"1250-1600","K","{""5"":[0,-78],""7"":[0,-125],""9"":[0,-195]}"
"1600-2000","K","{""5"":[0,-92],""7"":[0,-150],""9"":[0,-230]}"
"2000-2500","K","{""5"":[0,-110],""7"":[0,-175],""9"":[0,-280]}"
"2500-3150","K","{""5"":[0,-135],""7"":[0,-210],""9"":[0,-330]}"
"0-3","M","{""3"":[-2,-4],""4"":[-2,-5],""5"":[-2,-6],""6"":[-2,-8],""7"":[-2,-12],""8"":[-2,-16],""9"":[-2,-27],""10"":[-2,-42]}"
"3-6","M","{""3"":[-3,-5.5],""4"":[-2.5,-6.5],""5"":[-3,-8],""6"":[-1,-9],""7"":[0,-12],""8"":[2,-16],""9"":[-4,-34],""10"":[-4,-52]}"
"6-10","M","{""3"":[-5,-7.5],""4"":[-4.5,-8.5],""5"":[-4,-10],""6"":[-3,-12],""7"":[0,-15],""8"":[1,-21],""9"":[-6,-42],""10"":[-6,-64]}"
"10-18","M","{""3"":[-6,-9],""4"":[-5,-10],""5"":[-4,-12],""6"":[-4,-15],""7"":[0,-18],""8"":[2,-25],""9"":[-7,-50],""10"":[-7,-77]}"
"18-30","M","{""3"":[-6.5,-10.5],""4"":[-6,-12],""5"":[-5,-14],""6"":[-4,-17],""7"":[0,-21],""8"":[4,-29],""9"":[-8,-60],""10"":[-8,-92]}"
"30-50","M","{""3"":[-7.5,-11.5],""4"":[-6,-13],""5"":[-5,-16],""6"":[-4,-20],""7"":[0,-25],""8"":[5,-34],""9"":[-9,-71],""10"":[-9,-109]}"
"50-80","M","{""5"":[-6,-19],""6"":[-5,-24],""7"":[0,-30],""8"":[5,-41]}"
"80-120","M","{""5"":[-8,-23],""6"":[-6,-28],""7"":[0,-35],""8"":[6,-48]}"
"120-180","M","{""5"":[-9,-27],""6"":[-8,-33],""7"":[0,-40],""8"":[8,-55]}"
"180-250","M","{""5"":[-11,-31],""6"":[-8,-37],""7"":[0,-46],""8"":[9,-63]}"
"250-315","M","{""5"":[-13,-36],""6"":[-9,-41],""7"":[0,-52],""8"":[9,-72]}"
"315-400","M","{""5"":[-14,-39],""6"":[-10,-46],""7"":[0,-57],""8"":[11,-78]}"
"400-500","M","{""5"":[-16,-43],""6"":[-10,-50],""7"":[0,-63],""8"":[11,-86]}"
"500-630","M","{""7"":[-26,-70],""8"":[-26,-96],""9"":[-26,-136]}"
"630-800","M","{""7"":[-30,-80],""8"":[-30,-110],""9"":[-30,-155]}"
"800-1000","M","{""7"":[-34,-90],""8"":[-34,-124],""9"":[-34,-174]}"
"1000-1250","M","{""7"":[-40,-106],""8"":[-40,-145],""9"":[-40,-205]}"
"1250-1600","M","{""7"":[-48,-126],""8"":[-48,-173],""9"":[-48,-243]}"
"1600-2000","M","{""7"":[-58,-150],""8"":[-58,-208],""9"":[-58,-288]}"
"2000-2500","M","{""7"":[-68,-178],""8"":[-68,-243],""9"":[-68,-348]}"
"2500-3150","M","{""7"":[-76,-211],""8"":[-76,-286],""9"":[-76,-406]}"
"0-3","N","{""3"":[-4,-6],""4"":[-4,-7],""5"":[-4,-8],""6"":[-4,-10],""7"":[-4,-14],""8"":[-4,-18],""9"":[-4,-29],""10"":[-4,-44],""11"":[-4,-64]}"
"3-6","N","{""3"":[-7,-9.5],""4"":[-6.5,-10.5],""5"":[-7,-12],""6"":[-5,-13],""7"":[-4,-16],""8"":[-2,-20],""9"":[0,-30],""10"":[0,-48],""11"":[0,-75]}"
"6-10","N","{""3"":[-9,-11.5],""4"":[-8.5,-12.5],""5"":[-8,-14],""6"":[-7,-16],""7"":[-4,-19],""8"":[-3,-25],""9"":[0,-36],""10"":[0,-58],""11"":[0,-90]}"
"10-18","N","{""3"":[-11,-14],""4"":[-10,-15],""5"":[-9,-17],""6"":[-9,-20],""7"":[-5,-23],""8"":[-3,-30],""9"":[0,-43],""10"":[0,-70],""11"":[0,-110]}"
"18-30","N","{""3"":[-13.5,-17.5],""4"":[-13,-19],""5"":[-12,-21],""6"":[-11,-24],""7"":[-7,-28],""8"":[-3,-36],""9"":[0,-52],""10"":[0,-84],""11"":[0,-130]}"
"30-50","N","{""3"":[-15.5,-19.5],""4"":[-14,-21],""5"":[-13,-24],""6"":[-12,-28],""7"":[-8,-33],""8"":[-3,-42],""9"":[0,-62],""10"":[0,-100],""11"":[0,-160]}"
"50-80","N","{""5"":[-15,-28],""6"":[-14,-33],""7"":[-9,-39],""8"":[-4,-50],""9"":[0,-74],""10"":[0,-120],""11"":[0,-190]}"
"80-120","N","{""5"":[-18,-33],""6"":[-16,-38],""7"":[-10,-45],""8"":[-4,-58],""9"":[0,-87],""10"":[0,-140],""11"":[0,-220]}"
"120-180","N","{""5"":[-21,-39],""6"":[-20,-45],""7"":[-12,-52],""8"":[-4,-67],""9"":[0,-100],""10"":[0,-160],""11"":[0,-250]}"
"180-250","N","{""5"":[-25,-45],""6"":[-22,-51],""7"":[-14,-60],""8"":[-5,-77],""9"":[0,-115],""10"":[0,-185],""11"":[0,-290]}"
"250-315","N","{""5"":[-27,-50],""6"":[-25,-57],""7"":[-14,-66],""8"":[-5,-86],""9"":[0,-130],""10"":[0,-210],""11"":[0,-320]}"
"315-400","N","{""5"":[-30,-55],""6"":[-26,-62],""7"":[-16,-73],""8"":[-5,-94],""9"":[0,-140],""10"":[0,-230],""11"":[0,-360]}"
"400-500","N","{""5"":[-33,-60],""6"":[-27,-67],""7"":[-17,-80],""8"":[-6,-103],""9"":[0,-155],""10"":[0,-250],""11"":[0,-400]}"
"500-630","N","{""5"":[-44,-88],""7"":[-44,-114],""9"":[-44,-154],""11"":[-44,-219]}"
"630-800","N","{""5"":[-50,-100],""7"":[-50,-130],""9"":[-50,-175],""11"":[-50,-250]}"
"800-1000","N","{""5"":[-56,-112],""7"":[-56,-146],""9"":[-56,-196],""11"":[-56,-286]}"
"1000-1250","N","{""5"":[-66,-132],""7"":[-66,-171],""9"":[-66,-231],""11"":[-66,-326]}"
"1250-1600","N","{""5"":[-78,-156],""7"":[-78,-203],""9"":[-78,-273],""11"":[-78,-388]}"
"1600-2000","N","{""5"":[-92,-184],""7"":[-92,-242],""9"":[-92,-322],""11"":[-92,-462]}"
"2000-2500","N","{""5"":[-110,-220],""7"":[-110,-285],""9"":[-110,-390],""11"":[-110,-550]}"
"2500-3150","N","{""5"":[-135,-270],""7"":[-135,-345],""9"":[-135,-465],""11"":[-135,-675]}"
"0-3","P","{""3"":[-6,-8],""4"":[-6,-9],""5"":[-6,-10],""6"":[-6,-12],""7"":[-6,-16],""8"":[-6,-20],""9"":[-6,-31],""10"":[-6,-46]}"
"3-6","P","{""3"":[-11,-13.5],""4"":[-10.5,-14.5],""5"":[-11,-16],""6"":[-9,-17],""7"":[-8,-20],""8"":[-12,-30],""9"":[-12,-42],""10"":[-12,-60]}"
"6-10","P","{""3"":[-14,-16.5],""4"":[-13.5,-17.5],""5"":[-13,-19],""6"":[-12,-21],""7"":[-9,-24],""8"":[-15,-37],""9"":[-15,-51],""10"":[-15,-73]}"
"10-18","P","{""3"":[-17,-20],""4"":[-16,-21],""5"":[-15,-23],""6"":[-15,-26],""7"":[-11,-29],""8"":[-18,-45],""9"":[-18,-61],""10"":[-18,-88]}"
"18-30","P","{""3"":[-20.5,-24.5],""4"":[-20,-26],""5"":[-19,-28],""6"":[-18,-31],""7"":[-14,-35],""8"":[-22,-55],""9"":[-22,-74],""10"":[-22,-106]}"
"30-50","P","{""3"":[-24.5,-28.5],""4"":[-23,-30],""5"":[-22,-33],""6"":[-21,-37],""7"":[-17,-42],""8"":[-26,-65],""9"":[-26,-88],""10"":[-26,-126]}"
"50-80","P","{""5"":[-27,-40],""6"":[-26,-45],""7"":[-21,-51],""8"":[-32,-78],""9"":[-32,-106]}"
"80-120","P","{""5"":[-32,-47],""6"":[-30,-52],""7"":[-24,-59],""8"":[-37,-91],""9"":[-37,-124]}"
"120-180","P","{""5"":[-37,-55],""6"":[-36,-61],""7"":[-28,-68],""8"":[-43,-106],""9"":[-43,-143]}"
"180-250","P","{""5"":[-44,-64],""6"":[-41,-70],""7"":[-33,-79],""8"":[-50,-122],""9"":[-50,-165]}"
"250-315","P","{""5"":[-49,-72],""6"":[-47,-79],""7"":[-36,-88],""8"":[-56,-137],""9"":[-56,-186]}"
"315-400","P","{""5"":[-55,-80],""6"":[-51,-87],""7"":[-41,-98],""8"":[-62,-151],""9"":[-62,-202]}"
"400-500","P","{""5"":[-61,-88],""6"":[-55,-95],""7"":[-45,-108],""8"":[-68,-165],""9"":[-68,-223]}"
"500-630","P","{""7"":[-78,-122],""8"":[-78,-148],""9"":[-78,-188],""10"":[-78,-253]}"
